Sample_ID,Kin,Mn,Family,Label_day,Control,Tissue_Type,Sample_Mass,EA_Mass,Percent_C,Delta_value,CN_Ratio,Recm_tips,Decm_tips,wetshootwt,wetrootwt,Root_wet_weight_removed,wetneedlewt,wetstemwt,dryneedlewt,drystemwt,dryrootwt,biomass,agbiomass,leafarea,stemlength,rVOL,branches,needles,areaperneedle,ECM Tips,wtpertip,subbranches,GROWTHRATE,dLA,dstemlength,dVOL,Al,B,C_total,Ca,Cu,Fe,K,Mg,Mn,Mo,N,Na,P,S,Zn,Wt_ICP,Health,,,,Recm_tips,Decm_tips
2.2.2.1.1,1,1,2,2,1,Rbulk,1.602,0.0052,16.51,-25.70355932,31.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.3.1.1,1,1,2,1,1,Rbulk,1.922,0.0052,20.81,-26.38034792,33.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.4.1.1,1,1,2,2,1,Rbulk,1.502,0.0051,22.16,-26.43180897,34.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.3.2.0.1,0,1,3,2,1,Rbulk,1.502,0.0052,20.5,-26.18994938,32.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.4.2.0.1,0,1,4,2,1,Rbulk,1.162,0.0052,17.97,-25.39667421,33.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.1.5.0.1,0,1,1,1,1,Rbulk,1.522,0.005,20.34,-26.53112033,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.2.1.0.0,0,0,2,2,1,Rbulk,1.292,0.0052,15.95,-25.86311925,31.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.2.1.1,1,1,3,1,1,Rbulk,1.572,0.005,18.33,-26.1843051,31.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.4.1.0,1,0,3,1,1,Rbulk,1.612,0.0051,15.89,-25.47671541,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.2.2.0.0,0,0,2,2,1,Rbulk,1.212,0.005,17.68,-26.30753153,35.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.1.1.1.0,1,0,1,2,0,Rcf,0.912,0.0053,19.39,-25.25665875,34.31,33,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.1.1.1.1,1,1,1,2,0,Rcf,0.522,0.0049,21.64,-25.36316648,36.98,15,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.1.3.1.1,1,1,1,1,0,Rcf,0.792,0.0051,18.55,-23.4660755,36.06,40,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.1.4.1.1,1,1,1,1,0,Rcf,0.922,0.005,18.11,-24.91808277,39.06,26,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.1.5.1.0,1,0,1,1,0,Rcf,0.272,0.005,21.45,-16.2205893,37.18,28,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.3.1.0.1,0,1,3,1,0,Rcf,0.992,0.0052,10.12,-21.58046106,30.94,11,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.3.2.0.1,0,1,3,2,0,Rcf,-0.098,0.0049,21.7,-22.34516152,33.61,37,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.3.4.0.0,0,0,3,2,0,Rcf,0.282,0.0053,22.79,-24.08191306,35.64,28,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.3.5.0.0,0,0,3,1,0,Rcf,0.422,0.0053,19.35,-25.03619285,32.04,11,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.4.1.0.1,0,1,4,1,0,Rcf,0.402,0.0051,21.31,-19.94233052,33.48,67,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.1.3.0.0,0,0,1,2,0,Rcf,0.632,0.0051,17.19,-22.58911724,35.18,46,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.1.4.0.1,0,1,1,1,0,Rcf,0.192,0.0052,17.91,-21.59248321,31.94,41,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.1.5.0.1,0,1,1,2,0,Rcf,0.452,0.0053,16.05,-24.54870853,31.97,19,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.1.1.1,1,1,2,1,0,Rcf,0.802,0.005,15.12,-21.64675843,30.64,17,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.3.1.0,1,0,2,2,0,Rcf,0.142,0.0049,23.24,-24.66142252,32.86,51,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.4.1.0,1,0,2,2,0,Rcf,0.302,0.0051,20.92,-23.08809284,35.93,24,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.5.1.0,1,0,2,1,0,Rcf,0.192,0.0052,21.61,-24.80624985,30,17,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.5.1.1,1,1,2,2,0,Rcf,0.562,0.005,19.89,-25.25452055,31.22,36,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.3.5.0.0,0,0,3,2,0,Rcf,1.072,0.005,10.67,-25.028172,31.27,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
2.4.1.0.1,0,1,4,2,0,Rcf,0.262,0.0049,20.45,-20.05843838,33.16,51,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.4.3.0.0,0,0,4,1,0,Rcf,0.232,0.005,15.55,-23.31008179,31.11,105,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.2.3.0.0,0,0,2,1,0,Rcf,1.152,0.005,22.69,-18.13572966,35.52,7,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.2.5.0.1,0,1,2,1,0,Rcf,1.032,0.0053,19.13,-25.04070501,34.19,12,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.1.1.1,1,1,3,2,0,Rcf,0.432,0.0051,21.35,-26.10336226,32.26,34,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.2.1.0,1,0,3,2,0,Rcf,0.532,0.0052,22.78,-25.59112971,38.29,20,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.3.1.0,1,0,3,1,0,Rcf,0.832,0.0053,25.87,-24.65912939,38.79,34,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.5.1.1,1,1,3,1,0,Rcf,0.722,0.0053,22.59,-22.25354868,31.19,25,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.4.1.0.1,0,1,4,2,0,Rcf,1.622,0.0051,22.09,-24.87641439,34.8,34,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
3.4.2.0.1,0,1,4,1,0,Rcf,0.572,0.0052,17.53,-20.35596868,37.18,11,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.1.1.0.0,0,0,1,1,0,Rcf,0.392,0.005,20.04,-24.75055014,36.79,19,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.1.3.0.0,0,0,1,2,0,Rcf,0.502,0.005,19.89,-21.26730334,34.22,73,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.1.5.0.1,0,1,1,2,0,Rcf,0.782,0.0052,22.77,-26.35595454,32.73,42,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.3.1.0.0,0,0,3,2,0,Rcf,0.622,0.0052,15.36,-23.58461914,36.92,20,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.3.2.0.0,0,0,3,1,0,Rcf,0.152,0.0051,12.21,-26.34093792,35.29,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.4.1.1.1,1,1,4,1,0,Rcf,0.732,0.0052,24.12,-13.00238907,39.69,17,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
4.4.2.1.0,1,0,4,1,0,Rcf,0.492,0.0051,21.55,-23.77925184,33.41,51,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.4.3.1.1,1,1,4,2,0,Rcf,0.572,0.0053,22.22,-26.40747309,34.31,18,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.2.4.0.0,0,0,2,1,1,Rcf,0.282,0.0052,21.99,-26.87821461,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.1.1.0,1,0,2,1,1,Rcf,0.922,0.0051,20.14,-26.50628229,34.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.2.1.1,1,1,2,2,1,Rcf,0.162,0.005,18.02,-25.81643977,34.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.3.1.1,1,1,2,1,1,Rcf,0.332,0.0052,18.35,-26.33619363,32.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.2.4.1.1,1,1,2,2,1,Rcf,0.402,0.005,15.44,-26.61173045,30.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.3.2.0.1,0,1,3,2,1,Rcf,1.292,0.0049,23.63,-26.65411818,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
2.4.2.0.1,0,1,4,2,1,Rcf,0.482,0.005,19.42,-25.86556097,32.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.1.5.0.1,0,1,1,1,1,Rcf,0.102,0.0049,19.43,-26.06307941,30.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.2.1.0.0,0,0,2,2,1,Rcf,0.052,0.0049,23.4,-26.69941512,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.2.1.1,1,1,3,1,1,Rcf,0.122,0.005,22.05,-26.38546256,44.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
3.3.4.1.0,1,0,3,1,1,Rcf,0.422,0.0051,22.19,-26.62441867,30.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
4.2.2.0.0,0,0,2,2,1,Rcf,0.482,0.0053,18.76,-26.46034698,33.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,
1.1.1.1.0,1,0,1,2,0,Recm,0.0018,0.0018,42.45142713,168.0006262,10.37093023,33,211,0.28,0.35,NA,0.21,0.02,0.0286,0.0229,0.0641,0.1156,0.0515,7.319,9.8,71.7262,0,65,0.1126,33,0.001212121,NA,0.545833333,138.6,32.5,4504.5,134.780068,121.395716,48.611649,0.170937,14.225095,232.946137,0.984597,0.097228,157.742663,4.649221,1.401318,110.762247,0.344843,0.104171,52.044647,0.011,0,,,,,
1.1.1.1.1,1,1,1,2,0,Recm,0.001504868,0.0015,40.38325486,8.021889468,11.94683544,15,169,0.32,0.73,NA,0.23,0.04,0.041,0.0234,0.1027,0.1671,0.0644,8.545,9.3,79.4685,1,80,0.1068125,15,0.002666667,NA,0.479166667,147.05,20.6,3029.23,216.541368,87.125516,48.181648,0.290925,6.783295,71.112437,1.269878,0.154479,137.643363,0.891021,1.511153,30.204047,0.548741,0.104168,98.871647,0.031,0,,,,,
1.1.3.1.1,1,1,1,1,0,Recm,0.01,0.0013,33.69,11.0492678,26.55,40,132,0.23,0.35,NA,0.19,0.02,0.0623,0.0155,0.0607,0.1385,0.0778,5.341,6.7,35.7847,0,52,0.102711538,40,0.002,NA,0.241666667,84.464,22,1858.208,77.554968,76.302416,48.443096,0.301625,8.497895,54.091237,1.029348,0.142417,264.114063,1.094321,1.4423,35.996347,0.435766,0.12596,74.573547,0.029,0,,,,,
1.1.4.1.1,1,1,1,1,0,Recm,NA,NA,NA,NA,NA,26,237,0.25,0.4,NA,0.24,0.06,0.0699,0.0173,0.065,0.1522,0.0872,6.721,7.5,50.4075,0,62,0.108403226,44,0.001818182,NA,0.245833333,134.165,23,3085.795,63.824968,79.452516,48.660248,0.262835,9.035295,85.587037,1.10415,0.135245,114.478863,0.889021,1.596667,51.438347,0.465996,0.115622,64.532447,0.035,0,,,,,
1.1.5.1.0,1,0,1,1,0,Recm,0.005,0.0009,28.6,112.7785113,19.52,28,311,0.29,0.45,NA,0.21,0.03,0.0569,0.0203,0.11,0.1872,0.0772,7.16,8.3,59.428,0,57,0.125614035,28,0.003571429,NA,0.4125,115.942,30.8,3571.0136,295.908368,95.224416,48.80249,0.294984,6.778995,210.054437,1.191004,0.13463,172.118863,NA,1.439515,45.719047,0.493118,0.115237,83.281847,0.029,0,,,,,
1.3.1.0.1,0,1,3,1,0,Recm,0.0002,0.0002,41.5,-0.195615871,10.6547812,11,126,0.3,0.24,NA,0.21,0.08,0.0579,0.0193,0.0363,0.1135,0.0772,4.529,8.2,37.1378,0,72,0.062902778,11,0.001818182,NA,0.5,148.641,22.2,3299.8302,100.691068,72.796916,48.155872,0.204023,5.806695,11.861537,1.386979,0.150315,61.138463,0.361821,1.737475,3.116947,0.370011,0.140366,70.117347,0.015,0,,,,,
1.3.2.0.1,0,1,3,2,0,Recm,0.02,0.0015,32.47,69.40929248,20.43,37,528,0.25,0.41,NA,0.17,0.04,0.0597,0.0163,0.0457,0.1217,0.076,5.933,5.7,33.8181,2,72,0.082402778,37,0.002702703,NA,0.25,123.563,24.6,3039.6498,100.463068,99.935916,48.938641,0.108073,4.187095,44.294337,1.054244,0.096254,129.492963,0.720621,1.417617,91.408847,0.250589,0.103161,33.716347,0.02,0,,,,,
1.3.4.0.0,0,0,3,2,0,Recm,0.01,0.0016,30.13,82.09277275,14.66,28,214,0.42,0.42,NA,0.36,0.02,0.0985,0.0228,0.065,0.1863,0.1213,7.8,9,70.2,0,84,0.092857143,22,0.002272727,NA,0.570833333,71.336,20.4,1455.2544,46.558468,77.224416,48.209389,0.160783,19.880395,70.158437,1.275297,0.108015,162.682163,0.405721,1.515211,100.847547,0.360585,0.144915,80.028147,0.033,0,,,,,
1.3.5.0.0,0,0,3,1,0,Recm,0.0009,0.0009,21.65058865,-20.35508911,9.886266094,11,115,0.29,0.38,NA,0.26,0.03,0.0374,0.0172,0.0524,0.107,0.0546,5.449,7,38.143,0,62,0.087887097,11,0.002727273,NA,0.3125,108.384,18.5,2005.104,10.679568,71.872516,49.449936,0.178995,17.896195,45.696937,1.186493,0.102054,76.147663,0.406221,1.661337,54.879247,0.294434,0.13233,85.819747,0.043,0,,,,,
1.4.1.0.1,0,1,4,1,0,Recm,0.02,0.0016,35.44,-5.9092712,20.29,67,312,0.33,0.28,NA,0.21,0.02,0.0757,0.0156,0.0502,0.1415,0.0913,6.651,7,46.557,0,94,0.070755319,67,0.001791045,NA,0.391666667,136.351,27.6,3763.2876,85.782168,110.447816,49.095585,0.197625,5.664395,45.077737,1.452519,0.114308,90.826363,NA,1.49253,93.214047,0.379277,0.170419,68.900847,0.026,0,,,,,
2.1.3.0.0,0,0,1,2,0,Recm,0.005,0.0017,30.27,74.19815619,20.69,46,201,0.22,0.38,NA,0.17,0.04,0.0557,0.0195,0.0636,0.1388,0.0752,4.77,7.4,35.298,0,57,0.083684211,46,0.001304348,NA,0.204166667,177.868,24.7,4393.3396,18.491568,76.101816,48.837212,0.284368,14.164195,68.498637,1.052933,0.126723,169.703863,0.109221,1.300657,98.819347,0.375631,0.107766,59.697947,0.04,0,,,,,
2.1.4.0.1,0,1,1,1,0,Recm,0.0051,0.0011,45.70025003,58.77111723,12.68824164,41,253,0.36,0.43,NA,0.23,0.02,0.0978,0.0233,0.0762,0.1973,0.1211,7.884,7.7,60.7068,0,75,0.10512,41,0.001463415,NA,0.345833333,145.953,20.5,2992.0365,8.210468,89.125016,49.8256,0.278655,11.844495,52.831237,1.041296,0.108718,108.033463,0.173221,1.598961,60.934447,0.393523,0.115341,78.714047,0.064,0,,,,,
2.1.5.0.1,0,1,1,2,0,Recm,0.0026,0.0017,43.74132499,137.6759617,11.1074856,19,339,0.24,0.34,NA,0.17,0.03,0.0656,0.0168,0.0704,0.1528,0.0824,4.718,6.6,31.1388,0,63,0.074888889,19,0.001052632,NA,0.233333333,84.131,21.9,1842.4689,19.400668,121.177316,49.309502,0.278882,5.070995,61.137037,1.179296,0.120634,124.596763,0.209521,1.308582,146.159647,0.441168,0.120492,69.779447,0.04,0,,,,,
